,asset_name,assets,bea_asset_code,delta,eatr_d,eatr_e,eatr_mix,major_asset_group,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,minor_asset_group,rho_d,rho_e,rho_mix,tax_treat,tax_wedge_d,tax_wedge_e,tax_wedge_mix,ucc_d,ucc_e,ucc_mix,z_d,z_e,z_mix
110,General industrial equipment,0.00000,EI50,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Industrial Machinery,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.20522,-0.21631,-0.21313
111,Office and accounting equipment,0.00000,EP12,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Instruments and Communications Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.08151,-0.08665,-0.08516
112,Communications,0.00000,EP20,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Instruments and Communications Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.19690,-0.20766,-0.20457
113,Photocopy and related equipment,0.00000,EP31,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Instruments and Communications Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.13328,-0.14118,-0.13890
114,Nonelectro medical instruments,0.00000,EP34,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Instruments and Communications Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.17015,-0.17978,-0.17701
115,Electro medical instruments,0.00000,EP35,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Instruments and Communications Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.17015,-0.17978,-0.17701
116,Nonmedical instruments,0.00000,EP36,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Instruments and Communications Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.17015,-0.17978,-0.17701
117,Household furniture,0.00000,EO11,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Office and Residential Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.16757,-0.17709,-0.17435
118,Other furniture,0.00000,EO12,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Office and Residential Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.19014,-0.20062,-0.19761
119,Household appliances,0.00000,EO71,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Office and Residential Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.14366,-0.15206,-0.14964
120,Service industry machinery,0.00000,EO60,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.15337,-0.16223,-0.15968
121,Other electrical,0.00000,EO72,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.13114,-0.13892,-0.13668
122,Other,0.00000,EO80,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.15819,-0.16727,-0.16466
123,Nuclear fuel,0.00000,EI11,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Industrial Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.09968,-0.10583,-0.10406
124,Other fabricated metals,0.00000,EI12,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Industrial Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.23186,-0.24395,-0.24049
125,Metalworking machinery,0.00000,EI30,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Industrial Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.18431,-0.19455,-0.19161
126,Electric transmission and distribution,0.00000,EI60,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Industrial Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.35633,-0.37177,-0.36737
127,Farm tractors,0.00000,EO21,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Industrial Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.16011,-0.16928,-0.16664
128,Construction tractors,0.00000,EO22,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Industrial Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.14494,-0.15340,-0.15096
129,Other agricultural machinery,0.00000,EO30,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Industrial Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.19014,-0.20062,-0.19761
130,Other construction machinery,0.00000,EO40,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Industrial Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.15152,-0.16030,-0.15777
131,Mining and oilfield machinery,0.00000,EO50,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Industrial Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.15579,-0.16476,-0.16218
132,Steam engines,0.00000,EI21,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Transportation Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.34914,-0.36445,-0.36008
133,Internal combustion engines,0.00000,EI22,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Transportation Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.11830,-0.12544,-0.12338
134,Light trucks (including utility vehicles),0.00000,ET11,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Transportation Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.13828,-0.14642,-0.14407
135,"Other trucks, buses and truck trailers",0.00000,ET12,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Transportation Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.13828,-0.14642,-0.14407
136,Autos,0.00000,ET20,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Transportation Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.07668,-0.08154,-0.08013
137,Aircraft,0.00000,ET30,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Transportation Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.24370,-0.25621,-0.25262
138,Ships and boats,0.00000,ET40,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Transportation Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.31178,-0.32627,-0.32213
139,Railroad equipment,0.00000,ET50,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Transportation Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.31970,-0.33438,-0.33019
140,Theatrical movies,0.00000,AE10,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.22937,-0.24137,-0.23793
141,Long-lived television programs,0.00000,AE20,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.14146,-0.14975,-0.14736
142,Books,0.00000,AE30,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.18617,-0.19649,-0.19352
143,Music,0.00000,AE40,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.09393,-0.09976,-0.09808
144,Other entertainment originals,0.00000,AE50,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.20252,-0.21350,-0.21035
145,Own account software,0.00000,ENS3,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.07739,-0.08229,-0.08087
146,Pharmaceutical and medicine manufacturing,0.00000,RD11,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.21679,-0.22833,-0.22502
147,"Chemical manufacturing, ex. pharma and med",0.00000,RD12,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.14749,-0.15607,-0.15360
148,Computers and peripheral equipment manufacturing,0.00000,RD21,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.06472,-0.06888,-0.06768
149,Communications equipment manufacturing,0.00000,RD22,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.09299,-0.09877,-0.09710
150,Semiconductor and other component manufacturing,0.00000,RD23,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.09968,-0.10583,-0.10406
151,Navigational and other instruments manufacturing,0.00000,RD24,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.08713,-0.09258,-0.09101
152,"Other computer and electronic manufacturing, n.e.c.",0.00000,RD25,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.06472,-0.06888,-0.06768
153,Motor vehicles and parts manufacturing,0.00000,RD31,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.08197,-0.08713,-0.08564
154,Aerospace products and parts manufacturing,0.00000,RD32,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.11176,-0.11855,-0.11659
155,Software publishers,0.00000,RD40,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.11176,-0.11855,-0.11659
156,Financial and real estate services,0.00000,RD50,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.14749,-0.15607,-0.15360
157,Computer systems design and related services,0.00000,RD60,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.07140,-0.07595,-0.07463
158,Scientific research and development services,0.00000,RD70,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.14749,-0.15607,-0.15360
159,"All other nonmanufacturing, n.e.c.",0.00000,RD80,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.14749,-0.15607,-0.15360
160,Private universities and colleges,0.00000,RD91,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.14749,-0.15607,-0.15360
161,Other nonprofit institutions,0.00000,RD92,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.14749,-0.15607,-0.15360
162,Other manufacturing,0.00000,RDOM,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.14749,-0.15607,-0.15360
163,Inventories,0.00000,INV,0.00000,0.02672,0.03979,0.03598,Inventories,-0.02023,0.06891,0.01932,0.40544,0.53847,0.50996,Inventories,-0.00075,-0.02469,-0.01775,non-corporate,0.01600,0.01710,0.01677,-0.00075,-0.02469,-0.01775,0.00000,0.00000,0.00000
164,Land,0.00000,LAND,0.00000,0.02454,0.03718,0.03351,Land,-0.04695,0.03718,-0.01622,0.43128,0.55088,0.52527,Land,-0.00147,-0.02551,-0.01854,non-corporate,0.01528,0.01627,0.01598,-0.00147,-0.02551,-0.01854,0.00000,0.00000,0.00000
165,Petroleum and natural gas,0.00000,SM01,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Mining and Drilling Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.26931,-0.28264,-0.27882
166,Mining,0.00000,SM02,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Mining and Drilling Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.38085,-0.39669,-0.39218
167,Communication,0.00000,SU20,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Mining and Drilling Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.53873,-0.55526,-0.55059
168,Gas,0.00000,SU40,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Mining and Drilling Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.26931,-0.28264,-0.27882
169,Petroleum pipelines,0.00000,SU50,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Mining and Drilling Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.53873,-0.55526,-0.55059
170,Religious,0.00000,SB10,0.00000,0.03046,0.04764,0.04284,Structures,0.00049,0.07103,0.02111,0.46017,0.58474,0.55882,Nonresidential Buildings,0.00001,-0.02289,-0.01620,non-corporate,0.01676,0.01890,0.01832,0.00001,-0.02289,-0.01620,-0.09842,-0.02644,-0.04424
171,Educational and vocational,0.00000,SB20,0.00000,0.02614,0.04104,0.03688,Structures,-0.03448,0.04935,-0.00310,0.43888,0.56305,0.53705,Nonresidential Buildings,-0.00107,-0.02455,-0.01770,non-corporate,0.01568,0.01724,0.01683,-0.00107,-0.02455,-0.01770,-0.01143,0.06633,0.04756
172,Hospitals,0.00000,SB31,0.00000,0.02614,0.04104,0.03688,Structures,-0.03448,0.04935,-0.00310,0.43888,0.56305,0.53705,Nonresidential Buildings,-0.00107,-0.02455,-0.01770,non-corporate,0.01568,0.01724,0.01683,-0.00107,-0.02455,-0.01770,-0.01143,0.06633,0.04756
173,Special care,0.00000,SB32,0.00000,0.02614,0.04104,0.03688,Structures,-0.03448,0.04935,-0.00310,0.43888,0.56305,0.53705,Nonresidential Buildings,-0.00107,-0.02455,-0.01770,non-corporate,0.01568,0.01724,0.01683,-0.00107,-0.02455,-0.01770,-0.01143,0.06633,0.04756
174,Lodging,0.00000,SB41,0.00000,0.02063,0.03465,0.03071,Structures,-0.07621,0.02940,-0.02685,0.41346,0.54311,0.51572,Nonresidential Buildings,-0.00245,-0.02615,-0.01925,non-corporate,0.01430,0.01564,0.01528,-0.00245,-0.02615,-0.01925,0.08786,0.16491,0.14636
175,Air transportation,0.00000,SB43,0.00000,0.02324,0.03767,0.03363,Structures,-0.05684,0.03872,-0.01578,0.42526,0.55242,0.52567,Nonresidential Buildings,-0.00180,-0.02539,-0.01851,non-corporate,0.01495,0.01640,0.01601,-0.00180,-0.02539,-0.01851,0.04537,0.12256,0.10396
176,Other transportation,0.00000,SB45,0.00000,0.02324,0.03767,0.03363,Structures,-0.05684,0.03872,-0.01578,0.42526,0.55242,0.52567,Nonresidential Buildings,-0.00180,-0.02539,-0.01851,non-corporate,0.01495,0.01640,0.01601,-0.00180,-0.02539,-0.01851,0.04537,0.12256,0.10396
177,Warehouses,0.00000,SC01,0.00000,0.02395,0.03850,0.03442,Structures,-0.05144,0.04129,-0.01271,0.42854,0.55500,0.52842,Nonresidential Buildings,-0.00162,-0.02518,-0.01831,non-corporate,0.01513,0.01660,0.01621,-0.00162,-0.02518,-0.01831,0.03249,0.10977,0.09114
178,Other commercial,0.00000,SC02,0.00000,0.02176,0.03595,0.03197,Structures,-0.06793,0.03340,-0.02210,0.41851,0.54710,0.51998,Nonresidential Buildings,-0.00217,-0.02582,-0.01893,non-corporate,0.01458,0.01597,0.01560,-0.00217,-0.02582,-0.01893,0.07037,0.14744,0.12888
179,Multimerchandise shopping,0.00000,SC03,0.00000,0.02176,0.03595,0.03197,Structures,-0.06793,0.03340,-0.02210,0.41851,0.54710,0.51998,Nonresidential Buildings,-0.00217,-0.02582,-0.01893,non-corporate,0.01458,0.01597,0.01560,-0.00217,-0.02582,-0.01893,0.07037,0.14744,0.12888
180,Food and beverage establishments,0.00000,SC04,0.00000,0.02176,0.03595,0.03197,Structures,-0.06793,0.03340,-0.02210,0.41851,0.54710,0.51998,Nonresidential Buildings,-0.00217,-0.02582,-0.01893,non-corporate,0.01458,0.01597,0.01560,-0.00217,-0.02582,-0.01893,0.07037,0.14744,0.12888
181,Manufacturing,0.00000,SI00,0.00000,0.01868,0.03238,0.02852,Structures,-0.09031,0.02256,-0.03497,0.40487,0.53626,0.50842,Nonresidential Buildings,-0.00294,-0.02672,-0.01980,non-corporate,0.01381,0.01507,0.01473,-0.00294,-0.02672,-0.01980,0.11558,0.19266,0.17411
182,Public safety,0.00000,SO03,0.00000,0.02324,0.03767,0.03363,Structures,-0.05684,0.03872,-0.01578,0.42526,0.55242,0.52567,Nonresidential Buildings,-0.00180,-0.02539,-0.01851,non-corporate,0.01495,0.01640,0.01601,-0.00180,-0.02539,-0.01851,0.04537,0.12256,0.10396
183,Office,0.00000,SOO1,0.00000,0.02265,0.03698,0.03296,Structures,-0.06130,0.03658,-0.01832,0.42254,0.55028,0.52338,Nonresidential Buildings,-0.00195,-0.02556,-0.01868,non-corporate,0.01480,0.01622,0.01585,-0.00195,-0.02556,-0.01868,0.05565,0.13279,0.11421
184,Medical buildings,0.00000,SOO2,0.00000,0.02265,0.03698,0.03296,Structures,-0.06130,0.03658,-0.01832,0.42254,0.55028,0.52338,Nonresidential Buildings,-0.00195,-0.02556,-0.01868,non-corporate,0.01480,0.01622,0.01585,-0.00195,-0.02556,-0.01868,0.05565,0.13279,0.11421
185,Amusement and recreation,0.00000,SB42,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.47989,-0.49655,-0.49183
186,Local transit structures,0.00000,SB44,0.00000,0.02324,0.03767,0.03363,Structures,-0.05684,0.03872,-0.01578,0.42526,0.55242,0.52567,Other Structures,-0.00180,-0.02539,-0.01851,non-corporate,0.01495,0.01640,0.01601,-0.00180,-0.02539,-0.01851,0.04537,0.12256,0.10396
187,Other land transportation,0.00000,SB46,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.53873,-0.55526,-0.55059
188,Farm,0.00000,SN00,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.53664,-0.55318,-0.54851
189,Water supply,0.00000,SO01,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.55161,-0.56805,-0.56341
190,Sewage and waste disposal,0.00000,SO02,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.55161,-0.56805,-0.56341
191,Highway and conservation and development,0.00000,SO04,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.55161,-0.56805,-0.56341
192,Mobile structures,0.00000,SOMO,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.33237,-0.34733,-0.34306
193,Other railroad,0.00000,SU11,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.61131,-0.62703,-0.62260
194,Track replacement,0.00000,SU12,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.52644,-0.54303,-0.53834
195,Electric,0.00000,SU30,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.56745,-0.58374,-0.57914
196,Wind and solar,0.00000,SU60,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.47741,-0.49406,-0.48934
